256	65536	865
512	65536	865
1	65536	865
257	65536	865
513	65536	865
2	65536	865
258	65536	865
514	65536	865
256	262144	994
512	262144	994
1	262144	994
257	262144	994
513	262144	994
2	262144	994
258	262144	994
514	262144	994
256	524288	1126
512	524288	1126
1	524288	1126
257	524288	1126
513	524288	1126
2	524288	1126
258	524288	1126
514	524288	1126
256	65536	2124
1	65536	2130
512	65536	2134
2	65536	2134
257	65536	2140
258	65536	2144
513	65536	2150
514	65536	2152
256	262144	2587
1	262144	2593
512	262144	2596
2	262144	2597
257	262144	2603
258	262144	2607
513	262144	2612
256	524288	2719
1	524288	2725
512	524288	2728
2	524288	2729
257	524288	2735
258	524288	2739
513	524288	2744
514	262144	2912
256	65536	2927
1	65536	2933
512	65536	2936
2	65536	2937
257	65536	2943
258	65536	2947
513	65536	2952
514	524288	3044
256	262144	3056
1	262144	3062
512	262144	3065
2	262144	3066
257	262144	3072
258	262144	3076
513	262144	3081
256	524288	3188
1	524288	3194
512	524288	3197
2	524288	3198
257	524288	3204
258	524288	3208
513	524288	3213
514	65536	3252
514	262144	3381
256	65536	3396
1	65536	3402
512	65536	3405
2	65536	3406
257	65536	3412
258	65536	3416
513	65536	3421
514	524288	3513
256	262144	3525
1	262144	3531
512	262144	3534
2	262144	3535
257	262144	3541
258	262144	3545
513	262144	3550
256	524288	3657
1	524288	3663
512	524288	3666
2	524288	3667
257	524288	3673
258	524288	3677
513	524288	3682
514	65536	3721
514	262144	3850
514	524288	3982
514	65536	11230
257	65536	11939
514	262144	14701
514	524288	14833
514	65536	15041
257	262144	15446
257	524288	15578
257	65536	16638
514	262144	17213
514	524288	17345
257	262144	18959
257	524288	19091
256	65536	20089
1	65536	20095
512	65536	20098
2	65536	20099
258	65536	20109
513	65536	20114
256	262144	20140
1	262144	20146
512	262144	20149
2	262144	20150
258	262144	20160
513	262144	20165
256	524288	20272
1	524288	20278
512	524288	20281
2	524288	20282
258	524288	20292
513	524288	20297
256	65536	21254
1	65536	21260
512	65536	21264
2	65536	21264
257	65536	21270
258	65536	21274
513	65536	21280
514	65536	21282
256	262144	21472
1	262144	21475
2	262144	21479
512	262144	21483
256	524288	21604
1	524288	21607
2	524288	21611
512	524288	21615
257	262144	21781
258	262144	21783
513	262144	21795
257	524288	21913
258	524288	21915
513	524288	21927
256	65536	22008
1	65536	22014
512	65536	22018
2	65536	22018
257	65536	22121
258	65536	22123
513	65536	22135
514	262144	22161
514	524288	22293
256	262144	22442
1	262144	22448
512	262144	22452
2	262144	22452
514	65536	22501
256	524288	22574
1	524288	22580
512	524288	22584
2	524288	22584
257	262144	23638
258	262144	23641
513	262144	23655
257	524288	23770
258	524288	23773
513	524288	23787
514	262144	24071
514	524288	24203
256	65536	24725
1	65536	24731
512	65536	24735
2	65536	24735
257	65536	24741
258	65536	24745
513	65536	24751
514	65536	24753
256	262144	26341
1	262144	26347
512	262144	26351
2	262144	26351
258	262144	26361
513	262144	26367
257	262144	26441
256	524288	26473
1	524288	26479
512	524288	26483
2	524288	26483
258	524288	26493
513	524288	26499
257	1	26588
514	262144	26675
514	0	26822
257	262144	29923
257	524288	30047
514	65536	30097
514	0	30745
257	65536	30779
257	262144	31145
257	1	31292
257	262144	33772
257	524288	33896
514	65536	34045
514	0	34685
257	65536	34719
257	262144	35085
257	1	35232
257	262144	37712
514	65536	37759
257	524288	37836
514	0	38442
257	65536	38476
257	262144	38842
257	1	38989
257	262144	41469
257	524288	41593
514	65536	41867
514	0	42571
257	65536	42605
256	65536	42905
1	65536	42911
512	65536	42915
2	65536	42915
258	65536	42925
513	65536	42931
256	262144	42956
1	262144	42962
512	262144	42966
2	262144	42966
257	262144	42971
258	262144	42976
513	262144	42982
256	524288	43088
1	524288	43094
512	524288	43098
2	524288	43098
258	524288	43108
513	524288	43114
257	1	43118
514	65536	43254
514	262144	43292
514	0	43429
514	262144	44524
514	0	44661
514	262144	45016
514	0	45153
514	262144	45508
257	262144	45598
514	0	45645
257	524288	45722
514	65536	45853
514	0	46544
257	65536	46578
257	262144	46944
257	1	47091
514	262144	48137
514	0	48274
514	262144	48629
514	0	48766
514	262144	49121
514	0	49258
257	262144	49571
514	262144	49613
257	524288	49695
514	0	49750
514	65536	49958
514	0	50676
257	65536	50711
257	262144	51077
257	1	51224
514	262144	52288
514	0	52425
514	262144	52780
514	0	52917
514	262144	53272
514	0	53409
257	262144	53704
514	262144	53764
257	524288	53828
514	0	53901
514	65536	54109
514	0	54832
257	65536	54868
257	262144	55234
257	1	55381
514	262144	56453
514	0	56590
514	262144	56945
514	0	57082
514	262144	57437
514	0	57574
257	262144	57861
514	262144	57929
257	524288	57985
514	0	58066
514	65536	58274
514	0	58976
257	65536	59012
257	262144	59378
256	65536	59522
257	1	59525
1	65536	59527
512	65536	59530
2	65536	59530
258	65536	59540
513	65536	59548
256	262144	59573
1	262144	59578
512	262144	59581
2	262144	59581
258	262144	59591
513	262144	59599
256	524288	59705
1	524288	59710
512	524288	59713
2	524288	59713
258	524288	59723
513	524288	59731
514	262144	60578
514	0	60715
514	262144	61070
514	0	61207
514	262144	61562
514	0	61699
257	262144	62005
514	262144	62054
257	524288	62129
514	0	62191
514	65536	62399
514	0	63130
257	65536	63166
257	262144	63532
257	1	63679
514	262144	64758
514	0	64895
514	262144	65250
514	0	65387
514	262144	65742
514	0	65879
257	262144	66159
514	262144	66234
257	524288	66283
514	0	66371
514	65536	66579
514	0	67283
257	65536	67318
257	262144	67684
257	1	67831
514	262144	68890
514	0	69027
514	262144	69382
514	0	69519
514	262144	69874
514	0	70011
257	262144	70347
514	262144	70366
257	524288	70471
514	0	70503
514	65536	70711
514	0	71402
257	65536	71436
257	262144	71802
257	1	71949
514	262144	72995
514	0	73132
514	262144	73487
514	0	73624
514	262144	73979
514	0	74116
257	262144	74465
514	262144	74471
257	524288	74589
514	0	74608
514	65536	74816
514	0	75534
257	65536	75568
257	262144	75934
257	1	76081
256	65536	76137
1	65536	76142
512	65536	76145
2	65536	76145
258	65536	76155
513	65536	76163
256	262144	76188
1	262144	76193
512	262144	76196
2	262144	76196
258	262144	76206
513	262144	76214
256	524288	76320
1	524288	76325
512	524288	76328
2	524288	76328
258	524288	76338
513	524288	76346
514	262144	77146
514	0	77283
514	262144	77638
514	0	77775
514	262144	78130
514	0	78267
257	262144	78597
514	262144	78622
257	524288	78721
514	0	78759
514	65536	78967
514	0	79690
257	65536	79726
257	262144	80092
257	1	80239
514	262144	81311
514	0	81448
514	262144	81803
514	0	81940
514	262144	82295
514	0	82432
257	262144	82755
514	262144	82787
257	524288	82879
514	0	82924
514	65536	83132
514	0	83834
257	65536	83868
257	262144	84234
257	1	84381
514	262144	85436
514	0	85573
514	262144	85928
514	0	86065
514	262144	86420
514	0	86557
257	262144	86897
514	262144	86912
257	524288	87021
514	0	87049
514	65536	87257
514	0	87988
257	65536	88024
257	262144	88390
257	1	88537
514	262144	89616
514	0	89753
514	262144	90108
514	0	90245
514	262144	90600
514	0	90737
257	262144	91053
514	262144	91092
257	524288	91177
514	0	91229
514	65536	91437
514	0	92141
257	65536	92177
257	262144	92543
257	1	92690
256	65536	92752
1	65536	92757
512	65536	92760
2	65536	92760
258	65536	92770
513	65536	92778
256	262144	92803
1	262144	92808
512	262144	92811
2	262144	92811
258	262144	92821
513	262144	92829
256	524288	92935
1	524288	92940
512	524288	92943
2	524288	92943
258	524288	92953
513	524288	92961
514	262144	93748
514	0	93885
514	262144	94240
514	0	94377
514	262144	94732
514	0	94869
257	262144	95206
514	262144	95224
257	524288	95330
514	0	95361
514	65536	95569
514	0	96260
257	65536	96295
257	262144	96661
257	1	96808
514	262144	97853
514	0	97990
514	262144	98345
514	0	98482
514	262144	98837
514	0	98974
257	262144	99324
514	262144	99329
257	524288	99448
514	0	99466
514	65536	99674
514	0	100392
257	65536	100427
257	262144	100793
257	1	100940
514	262144	102039
514	0	102176
514	262144	102531
514	0	102668
514	262144	103023
514	0	103160
514	262144	103515
257	262144	103561
514	0	103652
257	524288	103685
514	65536	103860
514	0	104583
257	65536	104618
257	262144	104984
257	1	105131
514	262144	106239
514	0	106376
514	262144	106731
514	0	106868
514	262144	107223
514	0	107360
514	262144	107715
257	262144	107752
514	0	107852
257	524288	107876
514	65536	108060
514	0	108762
257	65536	108796
257	262144	109162
257	1	109309
256	65536	109367
1	65536	109372
512	65536	109375
2	65536	109375
258	65536	109385
513	65536	109393
256	262144	109418
1	262144	109423
512	262144	109426
2	262144	109426
258	262144	109436
513	262144	109444
256	524288	109550
1	524288	109555
512	524288	109558
2	524288	109558
258	524288	109568
513	524288	109576
514	262144	110399
514	0	110536
514	262144	110891
514	0	111028
514	262144	111383
514	0	111520
514	262144	111875
257	262144	111930
514	0	112012
257	524288	112054
514	65536	112220
514	0	112951
257	65536	112985
257	262144	113351
257	1	113498
514	262144	114614
514	0	114751
514	262144	115106
514	0	115243
514	262144	115598
514	0	115735
514	262144	116090
257	262144	116119
514	0	116227
257	524288	116243
514	65536	116435
514	0	117139
257	65536	117174
257	262144	117540
257	1	117687
514	262144	118781
514	0	118918
514	262144	119273
514	0	119410
514	262144	119765
514	0	119902
514	262144	120257
257	262144	120308
514	0	120394
257	524288	120432
514	65536	120602
514	0	121293
257	65536	121328
257	262144	121694
257	1	121841
514	262144	122921
514	0	123058
514	262144	123413
514	0	123550
514	262144	123905
514	0	124042
514	262144	124397
257	262144	124462
514	0	124534
257	524288	124586
514	65536	124742
514	0	125460
257	65536	125495
257	262144	125861
256	65536	125982
1	65536	125987
512	65536	125990
2	65536	125990
258	65536	126000
257	1	126008
513	65536	126008
256	262144	126033
1	262144	126038
512	262144	126041
2	262144	126041
258	262144	126051
513	262144	126059
256	524288	126165
1	524288	126170
512	524288	126173
2	524288	126173
258	524288	126183
513	524288	126191
514	262144	127107
514	0	127244
514	262144	127599
514	0	127736
514	262144	128091
514	0	128228
514	262144	128583
257	262144	128629
514	0	128720
257	524288	128753
514	65536	128928
514	0	129651
257	65536	129686
257	262144	130052
257	1	130199
514	262144	131307
514	0	131444
514	262144	131799
514	0	131936
514	262144	132291
514	0	132428
514	262144	132783
257	262144	132820
514	0	132920
257	524288	132944
514	65536	133128
514	0	133830
257	65536	133864
257	262144	134230
257	1	134377
514	262144	135467
514	0	135604
514	262144	135959
514	0	136096
514	262144	136451
514	0	136588
514	262144	136943
257	262144	136998
514	0	137080
257	524288	137122
514	65536	137288
514	0	138019
257	65536	138053
257	262144	138419
257	1	138566
514	262144	139682
514	0	139819
514	262144	140174
514	0	140311
514	262144	140666
514	0	140803
514	262144	141158
257	262144	141187
514	0	141295
257	524288	141311
514	65536	141503
514	0	142207
257	65536	142242
256	65536	142597
1	65536	142602
512	65536	142605
2	65536	142605
257	262144	142608
258	65536	142615
513	65536	142623
256	262144	142648
1	262144	142653
512	262144	142656
2	262144	142656
258	262144	142666
513	262144	142674
257	1	142755
256	524288	142780
1	524288	142785
512	524288	142788
2	524288	142788
258	524288	142798
513	524288	142806
514	262144	143849
514	0	143986
514	262144	144341
514	0	144478
514	262144	144833
514	0	144970
514	262144	145325
257	262144	145376
514	0	145462
257	524288	145500
514	65536	145670
514	0	146361
257	65536	146396
257	262144	146762
257	1	146909
514	262144	147989
514	0	148126
514	262144	148481
514	0	148618
514	262144	148973
514	0	149110
514	262144	149465
257	262144	149530
514	0	149602
257	524288	149654
514	65536	149810
514	0	150528
257	65536	150563
257	262144	150929
257	1	151076
514	262144	152175
514	0	152312
514	262144	152667
514	0	152804
514	262144	153159
514	0	153296
514	262144	153651
257	262144	153697
514	0	153788
257	524288	153821
514	65536	153996
514	0	154719
257	65536	154754
257	262144	155120
257	1	155267
514	262144	156375
514	0	156512
514	262144	156867
514	0	157004
514	262144	157359
514	0	157496
514	262144	157851
257	262144	157888
514	0	157988
257	524288	158012
514	65536	158196
514	0	158898
257	65536	158932
256	65536	159212
1	65536	159217
512	65536	159220
2	65536	159220
258	65536	159230
513	65536	159238
256	262144	159263
1	262144	159268
512	262144	159271
2	262144	159271
258	262144	159281
513	262144	159289
257	262144	159298
256	524288	159395
1	524288	159400
512	524288	159403
