3288	0	150	128	773	2	0
170311	257	10	22	26	9	4260354	0	1
170317	513	10	22	26	3	4260354	0	1
170323	514	10	22	26	7	4260354	0	1
171342	514	20	42	46	9	8519937	0	1
171348	258	20	42	46	1	8519937	0	1
171354	257	20	42	171	5	8519937	0	1
174465	257	10	22	26	9	4260354	0	1
174471	513	10	22	26	3	4260354	0	1
174477	514	10	22	26	7	4260354	0	1
175509	514	20	42	46	9	8519937	0	1
175515	258	20	42	46	1	8519937	0	1
175521	257	20	42	171	5	8519937	0	1
178632	257	10	22	26	9	4260354	0	1
178638	513	10	22	26	3	4260354	0	1
178644	514	10	22	26	7	4260354	0	1
179700	514	20	42	46	9	8519937	0	1
179706	258	20	42	46	1	8519937	0	1
179712	257	20	42	171	5	8519937	0	1
182823	257	10	22	26	9	4260354	0	1
182829	513	10	22	26	3	4260354	0	1
182835	514	10	22	26	7	4260354	0	1
183879	514	20	42	46	9	8519937	0	1
183885	258	20	42	46	1	8519937	0	1
183891	257	20	42	170	5	8519937	0	1
187001	257	10	22	26	9	4260354	0	1
187007	513	10	22	26	3	4260354	0	1
187013	514	10	22	26	7	4260354	0	1
188068	514	20	42	46	9	8519937	0	1
188074	258	20	42	46	1	8519937	0	1
188080	257	20	42	170	5	8519937	0	1
191190	257	10	22	26	9	4260354	0	1
191196	513	10	22	26	3	4260354	0	1
191202	514	10	22	26	7	4260354	0	1
192256	514	20	42	46	9	8519937	0	1
192262	258	20	42	46	1	8519937	0	1
192268	257	20	42	171	5	8519937	0	1
195379	257	10	22	26	9	4260354	0	1
195385	513	10	22	26	3	4260354	0	1
195391	514	10	22	26	7	4260354	0	1
196410	514	20	42	46	9	8519937	0	1
196416	258	20	42	46	1	8519937	0	1
196422	257	20	42	171	5	8519937	0	1
199533	257	10	22	26	9	4260354	0	1
199539	513	10	22	26	3	4260354	0	1
199545	514	10	22	26	7	4260354	0	1
200577	514	20	42	46	9	8519937	0	1
200583	258	20	42	46	1	8519937	0	1
200589	257	20	42	171	5	8519937	0	1
200672	0	150	128	843	2	0
203700	257	10	22	26	9	4260354	0	1
203706	513	10	22	26	3	4260354	0	1
203712	514	10	22	26	7	4260354	0	1
204768	514	20	42	46	9	8519937	0	1
204774	258	20	42	46	1	8519937	0	1
204780	257	20	42	171	5	8519937	0	1
207891	257	10	22	26	9	4260354	0	1
207897	513	10	22	26	3	4260354	0	1
207903	514	10	22	26	7	4260354	0	1
208736	0	250	26	30	9	2
208742	1	250	26	30	7	2
208748	2	250	26	30	7	2
208947	514	20	42	46	9	8519937	0	1
208953	258	20	42	46	1	8519937	0	1
208959	257	20	42	170	5	8519937	0	1
209457	0	250	26	30	9	1
209463	1	250	26	30	7	1
210186	0	240	38	42	9	0
210681	0	240	38	42	9	805306368
212069	257	10	22	26	9	4260354	0	1
212075	513	10	22	26	3	4260354	0	1
212081	514	10	22	26	7	4260354	0	1
213136	514	20	42	46	9	8519937	0	1
213142	258	20	42	46	1	8519937	0	1
213148	257	20	42	170	5	8519937	0	1
210734	0	40	876	3953	2	2	256
210740	1	40	876	3949	7	2	256
210746	2	40	876	3945	7	2	256
216258	257	10	22	26	9	4260354	0	1
216264	513	10	22	26	3	4260354	0	1
216270	514	10	22	26	7	4260354	0	1
214689	0	40	876	1738	2	1	257
214695	1	40	876	1734	7	1	257
217597	514	20	42	46	9	8519937	0	1
217603	258	20	42	46	1	8519937	0	1
217609	257	20	42	170	5	8519937	0	1
220719	257	10	22	26	9	4260354	0	1
220725	513	10	22	26	3	4260354	0	1
220731	514	10	22	26	7	4260354	0	1
221922	514	20	42	46	9	8519937	0	1
221928	258	20	42	46	1	8519937	0	1
221934	257	20	42	1614	5	8519937	0	1
228548	257	10	22	26	9	4260354	0	1
228554	513	10	22	26	3	4260354	0	1
228560	514	10	22	26	7	4260354	0	1
229279	514	20	42	46	9	8519937	0	1
229285	258	20	42	46	1	8519937	0	1
229291	257	20	42	172	5	8519937	0	1
229622	1	10	22	26	9	65538	256	257
229628	2	10	22	26	7	65538	256	257
230481	2	20	42	46	9	131073	256	257
230487	1	20	42	170	5	131073	256	257
232403	257	10	22	26	9	4260354	0	1
232409	513	10	22	26	3	4260354	0	1
232415	514	10	22	26	7	4260354	0	1
233124	514	20	42	46	9	8519937	0	1
233130	258	20	42	46	1	8519937	0	1
233136	257	20	42	172	5	8519937	0	1
233561	1	10	22	26	9	65538	256	257
233567	2	10	22	26	7	65538	256	257
234526	2	20	42	46	9	131073	256	257
234532	1	20	42	171	5	131073	256	257
236248	257	10	22	26	9	4260354	0	1
236254	513	10	22	26	3	4260354	0	1
236260	514	10	22	26	7	4260354	0	1
236929	514	20	42	46	9	8519937	0	1
236935	258	20	42	46	1	8519937	0	1
236941	257	20	42	171	5	8519937	0	1
237607	1	10	22	26	9	65538	256	257
237613	2	10	22	26	7	65538	256	257
238353	2	20	42	46	9	131073	256	257
238359	1	20	42	171	5	131073	256	257
241434	1	10	22	26	9	65538	256	257
241440	2	10	22	26	7	65538	256	257
242587	2	20	42	46	9	131073	256	257
242593	1	20	42	170	5	131073	256	257
246381	1	10	22	26	9	65538	256	257
246387	2	10	22	26	7	65538	256	257
247343	2	20	42	46	9	131073	256	257
247349	1	20	42	171	5	131073	256	257
250424	1	10	22	26	9	65538	256	257
250430	2	10	22	26	7	65538	256	257
251510	2	20	42	46	9	131073	256	257
251516	1	20	42	170	5	131073	256	257
254590	1	10	22	26	9	65538	256	257
254596	2	10	22	26	7	65538	256	257
255701	2	20	42	46	9	131073	256	257
255707	1	20	42	172	5	131073	256	257
258783	1	10	22	26	9	65538	256	257
258789	2	10	22	26	7	65538	256	257
259880	2	20	42	46	9	131073	256	257
259886	1	20	42	170	5	131073	256	257
262960	1	10	22	26	9	65538	256	257
262966	2	10	22	26	7	65538	256	257
264069	2	20	42	46	9	131073	256	257
264075	1	20	42	171	5	131073	256	257
267150	1	10	22	26	9	65538	256	257
267156	2	10	22	26	7	65538	256	257
268257	2	20	42	46	9	131073	256	257
268263	1	20	42	170	5	131073	256	257
271373	1	10	22	26	9	65538	256	257
271379	2	10	22	26	7	65538	256	257
272411	2	20	42	46	9	131073	256	257
272417	1	20	42	170	5	131073	256	257
275527	1	10	22	26	9	65538	256	257
275533	2	10	22	26	7	65538	256	257
276578	2	20	42	46	9	131073	256	257
276584	1	20	42	170	5	131073	256	257
279694	1	10	22	26	9	65538	256	257
279700	2	10	22	26	7	65538	256	257
280769	2	20	42	46	9	131073	256	257
280775	1	20	42	171	5	131073	256	257
283886	1	10	22	26	9	65538	256	257
283892	2	10	22	26	7	65538	256	257
284948	2	20	42	46	9	131073	256	257
284954	1	20	42	170	5	131073	256	257
288064	1	10	22	26	9	65538	256	257
288070	2	10	22	26	7	65538	256	257
289137	2	20	42	46	9	131073	256	257
289143	1	20	42	172	5	131073	256	257
292255	1	10	22	26	9	65538	256	257
292261	2	10	22	26	7	65538	256	257
293325	2	20	42	46	9	131073	256	257
293331	1	20	42	170	5	131073	256	257
296441	1	10	22	26	9	65538	256	257
296447	2	10	22	26	7	65538	256	257
297479	2	20	42	46	9	131073	256	257
297485	1	20	42	170	5	131073	256	257
300595	1	10	22	26	9	65538	256	257
300601	2	10	22	26	7	65538	256	257
301646	2	20	42	46	9	131073	256	257
301652	1	20	42	170	5	131073	256	257
304762	1	10	22	26	9	65538	256	257
304768	2	10	22	26	7	65538	256	257
305837	2	20	42	46	9	131073	256	257
305843	1	20	42	171	5	131073	256	257
308954	1	10	22	26	9	65538	256	257
308960	2	10	22	26	7	65538	256	257
310016	2	20	42	46	9	131073	256	257
310022	1	20	42	170	5	131073	256	257
313132	1	10	22	26	9	65538	256	257
313138	2	10	22	26	7	65538	256	257
314205	2	20	42	46	9	131073	256	257
314211	1	20	42	172	5	131073	256	257
317323	1	10	22	26	9	65538	256	257
317329	2	10	22	26	7	65538	256	257
318393	2	20	42	46	9	131073	256	257
318399	1	20	42	170	5	131073	256	257
321509	1	10	22	26	9	65538	256	257
321515	2	10	22	26	7	65538	256	257
322547	2	20	42	46	9	131073	256	257
322553	1	20	42	170	5	131073	256	257
325663	1	10	22	26	9	65538	256	257
325669	2	10	22	26	7	65538	256	257
326714	2	20	42	46	9	131073	256	257
326720	1	20	42	170	5	131073	256	257
329830	1	10	22	26	9	65538	256	257
329836	2	10	22	26	7	65538	256	257
330905	2	20	42	46	9	131073	256	257
330911	1	20	42	171	5	131073	256	257
334022	1	10	22	26	9	65538	256	257
334028	2	10	22	26	7	65538	256	257
335084	2	20	42	46	9	131073	256	257
335090	1	20	42	170	5	131073	256	257
338200	1	10	22	26	9	65538	256	257
338206	2	10	22	26	7	65538	256	257
339273	2	20	42	46	9	131073	256	257
339279	1	20	42	172	5	131073	256	257
342391	1	10	22	26	9	65538	256	257
342397	2	10	22	26	7	65538	256	257
343461	2	20	42	46	9	131073	256	257
343467	1	20	42	170	5	131073	256	257
346577	1	10	22	26	9	65538	256	257
346583	2	10	22	26	7	65538	256	257
347615	2	20	42	46	9	131073	256	257
347621	1	20	42	170	5	131073	256	257
350731	1	10	22	26	9	65538	256	257
350737	2	10	22	26	7	65538	256	257
351782	2	20	42	46	9	131073	256	257
351788	1	20	42	170	5	131073	256	257
354898	1	10	22	26	9	65538	256	257
354904	2	10	22	26	7	65538	256	257
355973	2	20	42	46	9	131073	256	257
355979	1	20	42	171	5	131073	256	257
359090	1	10	22	26	9	65538	256	257
359096	2	10	22	26	7	65538	256	257
360152	2	20	42	46	9	131073	256	257
360158	1	20	42	170	5	131073	256	257
363268	1	10	22	26	9	65538	256	257
363274	2	10	22	26	7	65538	256	257
364341	2	20	42	46	9	131073	256	257
364347	1	20	42	172	5	131073	256	257
367459	1	10	22	26	9	65538	256	257
367465	2	10	22	26	7	65538	256	257
368529	2	20	42	46	9	131073	256	257
368535	1	20	42	170	5	131073	256	257
371645	1	10	22	26	9	65538	256	257
371651	2	10	22	26	7	65538	256	257
372683	2	20	42	46	9	131073	256	257
372689	1	20	42	170	5	131073	256	257
375799	1	10	22	26	9	65538	256	257
375805	2	10	22	26	7	65538	256	257
376850	2	20	42	46	9	131073	256	257
376856	1	20	42	170	5	131073	256	257
379966	1	10	22	26	9	65538	256	257
379972	2	10	22	26	7	65538	256	257
381041	2	20	42	46	9	131073	256	257
381047	1	20	42	171	5	131073	256	257
384158	1	10	22	26	9	65538	256	257
384164	2	10	22	26	7	65538	256	257
385220	2	20	42	46	9	131073	256	257
385226	1	20	42	170	5	131073	256	257
388336	1	10	22	26	9	65538	256	257
388342	2	10	22	26	7	65538	256	257
389409	2	20	42	46	9	131073	256	257
389415	1	20	42	172	5	131073	256	257
392527	1	10	22	26	9	65538	256	257
392533	2	10	22	26	7	65538	256	257
393597	2	20	42	46	9	131073	256	257
393603	1	20	42	170	5	131073	256	257
396713	1	10	22	26	9	65538	256	257
396719	2	10	22	26	7	65538	256	257
397751	2	20	42	46	9	131073	256	257
397757	1	20	42	170	5	131073	256	257
400867	1	10	22	26	9	65538	256	257
400873	2	10	22	26	7	65538	256	257
401918	2	20	42	46	9	131073	256	257
401924	1	20	42	170	5	131073	256	257
405034	1	10	22	26	9	65538	256	257
405040	2	10	22	26	7	65538	256	257
406109	2	20	42	46	9	131073	256	257
406115	1	20	42	171	5	131073	256	257
409226	1	10	22	26	9	65538	256	257
409232	2	10	22	26	7	65538	256	257
410288	2	20	42	46	9	131073	256	257
410294	1	20	42	170	5	131073	256	257
413404	1	10	22	26	9	65538	256	257
413410	2	10	22	26	7	65538	256	257
414477	2	20	42	46	9	131073	256	257
414483	1	20	42	172	5	131073	256	257
417595	1	10	22	26	9	65538	256	257
417601	2	10	22	26	7	65538	256	257
419045	2	20	42	46	9	131073	256	257
419051	1	20	42	171	5	131073	256	257
422162	1	10	22	26	9	65538	256	257
422168	2	10	22	26	7	65538	256	257
422880	2	20	42	46	9	131073	256	257
422886	1	20	42	170	5	131073	256	257
425996	1	10	22	26	9	65538	256	257
426002	2	10	22	26	7	65538	256	257
426720	2	20	42	46	9	131073	256	257
426726	1	20	42	170	5	131073	256	257
429836	1	10	22	26	9	65538	256	257
429842	2	10	22	26	7	65538	256	257
430549	2	20	42	46	9	131073	256	257
430555	1	20	42	172	5	131073	256	257
433667	1	10	22	26	9	65538	256	257
433673	2	10	22	26	7	65538	256	257
434340	2	20	42	46	9	131073	256	257
434346	1	20	42	170	5	131073	256	257
